BIOCHEMICAL	SUPER.PATHWAY	SUB.PATHWAY	6017410	6024740	6024740.1	3025473	6023630	3024484	3037243	3036559	6043230	6001530	6024430	3025034	3037377	6046230	6015670	3024444	3024498	3030374	3035669	3036625	3037367	6040100	3025497	6023160	3024315	3025327	3037491	6024070	6003240	6023980	3035697	3037425	3037345	3036645	6014600	6015780	3037437	3035749	6024260	6023510	6023670	6032640	6009130	3024458	6000900	3025353	6036210	6002510	6032380	6028110	6003410	6000820	6024600	6023070	6001020	6028220	3035505	6022030	6023430	3025221	6005880	6012990	6012460	6004300	6002830	3024329	6009190	6001790	6036080	6032030	6003310	6031490	6015760	6023320	6012180	6000440	6021480	6020820	6009080	6018750	6005280
7-HOCA	Lipid	Sterol	581,043	716,497	716,497	810,547	379,093	494,435	302,608	515,248		600,323	289,541	417,078	634,602	435,357	537,203	555,814	626,140	547,822	966,870	667,909	682,634	427,203	355,097	1,113,812	534,891	757,147	286,211	555,361	427,176	393,265	764,154	557,523	706,115	502,307	581,686	813,100	976,017	620,892	655,801	255,152	282,149	378,255	720,325	520,735	848,161	202,505	742,226	459,520	375,363	614,942	439,395	185,423	145,223		484,621	276,076	242,400	210,223	214,082	219,003	148,919	181,407	193,210	150,409	173,476	433,776	495,717	223,009	289,510	479,439	260,437	267,358	863,836	679,094	251,985	802,728	117,089	468,225	141,782	198,437	248,045
7-methylguanine	Nucleotide	Purine Metabolism, Guanine containing	8,402,706	14,679,639	14,679,639	11,014,391	9,527,641	10,586,335	11,910,347	10,251,936	7,822,025	9,651,028	10,373,584	10,062,590	12,290,860	8,683,678	9,776,106	12,483,717	11,399,041	12,388,512	14,968,906	11,997,635	13,742,700	11,022,082	11,185,850	7,697,388	10,775,414	7,935,379	11,327,206	7,783,882	9,363,427	9,395,211	9,604,768	12,059,614	9,632,111	7,655,818	8,129,651	11,065,520	9,509,837	10,316,490	9,347,948	13,232,809	10,157,748	10,741,106	14,423,832	11,199,942	11,815,840	12,426,004	15,707,036	10,492,966	7,417,430	17,525,500	11,734,973	6,816,346	9,212,313	10,161,126	16,506,228	19,455,534	10,101,954	12,445,984	8,455,760	10,229,332	7,943,733	10,131,527	9,556,888	6,768,002	10,116,386	6,981,183	13,467,698	6,496,041	8,966,717	9,022,390	6,763,933	10,634,598	9,227,467	11,049,823	7,815,232	7,507,559	10,346,766	10,731,902	8,715,589	11,141,400	10,146,728
9,10-DiHOME	Lipid	Fatty Acid, Dihydroxy	68,825	273,766	273,766	338,246		91,646	293,925	622,993	162,227		367,951	105,333	312,112		615,027	394,896	1,168,978	548,425		217,561	213,562	318,846	272,160	972,017	166,975	127,927	67,925	51,075	120,232	133,112	176,361	711,261	109,155	226,845		156,154	338,035	413,478	297,562	188,768		597,251	123,234	580,660	294,903		145,327	260,416		517,399		78,437	115,004		115,389	324,618	97,959	205,824	63,543			76,841		80,187	260,856	262,843	129,588	220,070	107,152	75,549	187,021	172,973	68,935	728,963	114,347	123,865	191,363	273,843	84,170	95,829	
9-hydroxystearate	Lipid	Fatty Acid, Monohydroxy				155,621	139,266	382,773	66,554	125,783	105,333	273,305	134,965	237,864		371,329	560,684	181,614	312,715		442,416	284,423	458,925	290,819	43,772	501,359		242,880		89,423	438,335	328,771	327,193	73,352		188,093	124,815	194,179	146,545	143,736	1,084,541	132,703	233,582	293,955	245,902		436,781	186,076	846,853	135,762	191,657	177,368	268,332	133,537	596,822	133,894	423,806	1,378,572	405,416	1,002,355	181,765	164,291	48,256		104,300	178,426		106,357	284,098	741,458	168,424	209,409	423,586		326,549	187,325	110,584	192,660	130,104	482,394	419,382	158,881	125,334
acesulfame	Xenobiotics	Food Component/Plant							7,540,569	49,133			76,399				25,164	28,039			49,116			113,631					1,770,196	475,919	15,186		18,398	492,953	33,044					63,472				1,308,472			10,435,203	45,791	41,477	3,766,329		61,283					41,119	47,963	32,592			33,657	226,322		67,537						34,977			14,200,334									
acetylcarnitine (C2)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Short Chain)	323,193,120	860,420,736	860,420,736	388,831,008	503,575,840	557,536,000	466,587,872	320,470,208	394,612,576	927,018,112	454,268,512	352,528,960	305,086,624	885,470,400	562,927,296	401,683,744	379,020,704	336,397,632	365,205,184	434,750,656	510,450,560	416,441,536	377,271,904	634,179,200	314,405,760	560,147,264	247,431,008	482,621,216	884,494,592	562,462,080	564,194,112	242,922,960	355,604,864	472,595,360	744,684,352	788,481,728	416,088,000	424,259,680	450,141,792	609,565,440	635,154,816	355,751,296	669,057,984	666,419,200	651,973,632	412,048,960	449,094,816	609,749,248	337,407,776	476,146,688	310,924,064	460,737,504	606,275,328	347,361,280	537,409,152	642,314,816	369,490,240	928,192,448	594,448,768	318,524,000	166,203,968	438,481,664	251,037,696	515,465,472	500,318,912	302,361,120	316,510,720	680,910,016	456,097,728	908,355,904	405,622,976	408,369,120	1,002,015,168	695,832,448	382,965,024	497,057,088	491,774,080	570,451,648	417,791,328	412,647,648	428,963,232
acisoga	Amino Acid	Polyamine Metabolism	124,735	104,333	104,333	357,769	67,738	136,270	351,672	106,550	68,876	113,039		86,300	113,202	32,959	25,794	74,208	82,605	105,865	62,418	141,020	156,819	30,648	170,942		140,850	118,346	38,633	23,128		32,719	181,935	83,261	172,170	52,873	26,056	68,762	82,046	57,597	79,526	154,318	51,199	29,431	56,283	164,484	20,797	244,378	247,429		71,657	30,844	29,849	86,146	175,103	150,937	51,157	121,700	206,972	192,837	39,027	117,335	39,384	72,466	95,363	125,833	60,925	85,288	53,592	112,382	169,437	130,859	31,358	83,893		98,613	26,495	56,079	47,146	31,732	106,477	55,473	32,279
aconitate [cis or trans]	Energy	TCA Cycle	51,413,992	62,956,272	62,956,272	42,060,040	49,956,396	23,687,892	24,611,092	29,491,832	38,175,116	41,217,876	37,528,344	29,658,180	39,264,864	34,264,060	37,235,588	28,731,702	36,988,656	30,699,194	48,289,944	32,675,646	42,128,936	38,182,956	35,849,528	67,549,552	32,271,034	27,586,224	31,189,740	30,385,828	24,453,698	44,388,764	40,219,828	34,002,920	36,455,092	31,359,624	40,954,504	34,175,640	38,821,036	45,435,016	41,322,976	44,328,488	43,691,640	36,136,600	29,025,804	37,797,036	61,444,580	33,947,168	56,995,232	45,911,312	25,321,348	40,207,312	44,927,468	33,092,600	26,778,264	45,076,528	28,938,180	77,122,088	40,428,936	43,244,184	35,252,924	26,672,198	29,713,366	39,972,392	33,651,048	28,038,120	36,990,564	31,056,332	33,739,740	24,519,388	42,929,688	45,853,256	23,228,390	37,893,636	29,381,272	49,836,316	22,529,322	32,588,630	36,203,620	29,693,648	26,469,162	39,575,804	38,440,748
adipate	Lipid	Fatty Acid, Dicarboxylate		855,210	855,210	783,855			169,363	268,435				366,317	690,379	405,446	271,273	419,236		479,637	451,030			194,186	589,497		866,012	429,683		262,816	378,231	349,396	441,583		304,813	432,511	469,855				656,208	428,614				375,654		417,755	256,292							860,491		1,077,350	660,102	1,108,922	345,550			388,738							321,644			358,253		157,530					436,579		276,626
adipoylcarnitine (C6-DC)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	1,050,677	2,502,740	2,502,740	2,047,302	1,793,017	656,608	1,867,515	546,281	1,081,380	1,992,105	563,404	903,378	1,060,432	1,127,633	970,778	1,195,840	527,155	2,126,116	1,162,091	924,352	1,017,421	1,107,316	544,329	1,270,149	514,681	757,764	771,049	898,945	2,452,980	1,563,999	645,494	492,470	500,222	1,327,721	678,703	862,118	944,405	350,675	1,243,931	977,022	1,572,335	1,356,441	1,194,500	784,925	857,259	1,883,979	1,988,926	531,079	745,161	1,068,093	890,141	864,880	689,462	1,262,535	2,417,555	3,391,136	969,257	3,960,143	1,052,974	775,808	373,173	2,144,611	1,091,738	1,669,960	1,025,262	680,732	589,226	563,207	1,172,529	757,545	1,041,489	1,249,114	1,778,159	1,297,564	436,939	480,881	1,131,766	753,826	1,157,594	1,996,575	2,130,570
ADSGEGDFXAEGGGVR*	Peptide	Fibrinogen Cleavage Peptide								5,792,341					8,785,317						46,763															59,710	109,391			92,890																						86,449																					
alanine	Amino Acid	Alanine and Aspartate Metabolism	987,897,472	809,032,448	809,032,448	1,297,210,624	1,152,400,256	826,975,552	735,781,696	913,903,296	780,728,320	711,088,256	1,333,867,008	1,115,769,216	1,135,902,336	1,245,332,224	887,246,656	1,424,315,648	915,564,928	1,005,030,144	872,445,696	625,436,096	770,024,256	1,218,515,968	937,113,600	1,156,595,968	1,592,057,856	849,121,152	855,186,240	766,145,664	594,487,488	1,074,287,488	1,062,177,024	812,860,608	1,264,096,000	908,259,200	669,803,392	1,006,970,048	1,397,039,360	1,110,819,968	1,180,440,832	798,050,368	955,882,752	847,091,520	1,052,151,104	1,121,513,600	895,132,480	943,875,520	1,135,116,160	950,454,336	848,528,064	1,187,118,720	1,057,298,048	962,714,816	710,989,440	1,165,935,360	854,980,160	742,412,224	1,011,780,608	1,713,992,192	927,762,560	840,528,128	776,398,400	909,614,912	932,308,864	842,712,128	791,912,448	1,057,642,368	889,782,592	917,330,048	880,243,328	851,471,936	1,111,800,448	854,617,344	788,488,448	960,307,328	1,135,374,976	754,600,192	784,676,800	806,336,960	971,620,160	724,531,328	1,297,263,488
allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3,656,148	4,324,141	4,324,141	5,181,218	3,886,998	2,802,219	4,263,624	4,106,456	3,924,186	3,604,293	4,536,517	3,688,793	3,977,762	3,144,024	4,111,049	3,938,118	3,292,631	5,160,238	3,451,441	3,562,553	3,577,623	2,772,724	4,453,017	3,922,774	3,338,767	3,053,371	3,981,417	2,911,213	2,961,832	2,430,571	3,608,478	3,794,754	4,027,245	9,836,864	2,187,861	2,367,671	3,770,131	3,448,039	3,313,637	4,345,786	2,935,762	3,409,723	3,680,317	2,787,532	3,506,298	3,634,836	5,095,865	3,047,137	3,363,257	2,889,754	2,823,325	3,565,557	5,342,153	3,294,679	3,677,512	4,528,768	3,500,755	3,686,178	3,789,596	3,720,324	2,271,735	3,964,592	3,496,634	3,007,996	3,836,008	3,597,559	2,473,863	2,613,871	2,931,078	2,694,796	2,801,803	3,119,679	5,063,732	3,304,881	2,610,248	2,148,361	4,927,512	4,446,050	3,536,310	3,355,586	3,548,547
alpha-hydroxyisocaproate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	347,240	441,895	441,895	850,786	411,904	416,968	472,132	432,449		502,544	412,538	387,191	366,152		337,569	558,107	410,746	340,525	427,651	299,239	324,839	384,846	369,596	269,960	395,188	551,227	288,487	97,883	196,907	248,876	330,487	419,993	786,624	447,348	225,988	436,150	698,415	438,274	331,930	230,424	194,120	158,224		421,595	212,285	673,031	659,432	325,404	344,215	315,450	276,984	383,113	325,750	473,466	220,437	366,422	550,129	1,134,793	529,670	398,317	163,030		203,918	390,514	273,271	342,613	421,179	241,269	740,721	310,284	510,949	258,776	275,587	484,964	317,024	379,543		325,572	224,891	284,842	181,260
alpha-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	64,884,244	64,263,320	64,263,320	103,312,296	65,473,744	36,323,148	112,574,576	213,455,296	29,541,148	63,108,744	61,985,704	43,357,464	139,510,704	50,501,184	72,922,456	101,712,680	40,510,216	80,686,368	76,570,480	69,040,944	101,431,408	209,528,288	47,488,464	28,020,396	94,916,448	63,488,696	83,351,968	51,904,932	37,812,924	66,603,484	82,903,024	72,732,960	78,848,720	90,232,168	26,327,988	67,709,896	72,369,464	94,407,320	35,415,220	37,432,956	56,914,964	46,255,096	463,369,344	72,326,440	51,849,520	123,871,776	91,446,792	75,293,544	114,052,600	70,305,904	55,515,572	72,391,720	61,999,992	80,221,464	55,651,540	59,069,060	64,682,992	379,647,264	60,409,320	63,838,352	29,627,332	62,588,752	59,613,816	63,613,668	47,318,240	80,520,328	131,849,608	43,262,252	104,454,320	53,871,652	82,731,368	65,539,152	43,310,504	56,462,012	31,717,544	33,583,832	25,649,408	97,371,872	87,139,288	48,656,572	76,492,944
alpha-ketobutyrate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1,603,827	2,509,570	2,509,570	975,866	3,674,976	2,535,537	2,372,468	3,456,400	1,901,994	4,700,521	2,232,952	1,128,460	1,804,472	2,921,751	2,445,561	2,559,978	436,569	2,692,993	1,392,796	1,746,655	1,681,486	2,501,315	1,358,757	2,807,895	1,867,393	263,046	1,728,235	4,223,794	3,141,334	3,570,028	1,715,478	849,033	2,059,517		1,827,517	8,582,780	1,686,051	2,906,025	8,556,288	1,879,739	3,938,198	2,603,735	218,183	1,411,724	4,143,759	1,881,119	1,891,335	1,861,691	6,084,722	1,746,680	1,930,576	4,777,916	2,915,108	1,564,841	2,979,334	3,392,124	2,962,903	2,049,736	3,553,090	1,493,671	1,587,098	1,888,631	977,093	5,744,643	1,970,578	255,188	919,400	4,500,581	5,406,070	3,910,586	1,778,461	2,356,635	8,751,171	3,433,352	2,777,925	1,717,591	1,277,615	1,164,140	2,845,713	2,034,620	2,774,324
alpha-ketoglutaramate*	Amino Acid	Glutamate Metabolism	2,508,950	3,456,849	3,456,849	4,118,271	3,333,511	2,918,719	3,440,578	3,349,050	1,889,763	1,792,628	1,788,945	2,893,369	5,914,728	4,703,419	2,011,450	2,691,201	2,884,025	2,884,905	4,493,750	2,750,489	3,701,390	2,417,811	2,512,725	2,917,298	2,983,622	1,958,344	2,869,200	2,124,607	2,400,769	2,968,352	2,795,106	2,462,348	2,161,739	2,320,547	1,675,713	2,077,518	2,332,017	3,275,952	2,983,733	3,413,628	2,038,191	2,765,871	4,450,422	2,039,928	2,423,119	4,117,449	3,489,377	2,307,466	2,304,835	4,892,138	8,643,365	2,310,979	1,926,853	3,028,314	3,965,520	4,148,495	2,501,702	3,980,341	2,126,616	2,520,410	2,687,413	4,044,147	3,530,709	4,186,742	2,297,593	2,008,051	2,563,873	1,671,892	2,113,157	1,976,062	2,014,731	1,914,480	2,455,800	2,980,451	2,584,718	1,960,429	5,324,046	3,011,607	1,783,586	2,583,636	3,309,917
alpha-ketoglutarate	Energy	TCA Cycle	51,270,620	87,305,184	87,305,184	113,696,736	71,064,512	83,887,000	119,669,928	39,434,024	48,347,176	56,539,968	42,721,180	78,244,280	8,744,135	46,063,540	65,976,040	68,477,912	58,263,520	63,510,556	70,953,160	45,239,472	75,696,072	37,270,560	66,026,828	170,692,256	72,362,120	33,495,886	70,871,616	45,810,224	35,369,964	76,025,632	69,918,224	49,385,208	69,816,760	5,730,169	63,192,148	64,538,108	38,819,572	21,968,808	80,821,400	91,501,424	53,362,324	56,406,432	30,642,320	93,307,480	69,758,512	54,986,896	90,328,088	64,594,372	46,231,448	93,836,032	71,236,424	49,851,600	103,630,256	66,227,384	34,816,672	210,978,464	68,357,160	58,971,180	68,084,240	57,680,992	50,486,716	61,291,308	73,503,832	99,733,376	40,937,500	51,042,548	42,090,168	65,509,932	46,958,768	65,803,440	71,933,648	53,904,720	46,565,468	52,788,552	40,862,128	55,540,508	60,008,624	74,090,088	27,304,702	91,724,728	47,219,008
alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	707,828,288	1,005,881,472	1,005,881,472	391,769,504	943,707,840	821,643,776	1,001,484,096	816,950,912	908,294,912	737,252,672	752,764,992	552,442,752	955,204,608	973,353,088	893,175,872	850,534,912	902,097,536	859,268,928	547,189,248	975,209,536	835,887,488	924,128,192	681,751,040	718,118,016	927,997,376	864,497,664	755,579,904	911,444,928	756,381,888	875,249,088	606,864,832	637,876,928	900,544,704	4,929,948	683,805,952	785,514,752	869,346,048	517,546,624	1,070,653,312	845,341,376	912,753,344	961,369,920	1,142,867,072	884,020,224	926,643,200	884,194,368	815,348,480	1,048,833,728	908,730,496	904,481,344	781,374,720	923,758,528	754,493,056	953,308,672	916,106,304	944,169,856	417,906,880	1,383,547,904	849,501,184	712,228,992	648,395,584	733,466,176	935,007,680	841,793,728	868,874,880	764,848,320	579,516,864	612,888,576	747,728,448	755,965,760	763,912,000	898,751,616	621,637,504	1,031,332,672	632,635,584	773,771,456	891,738,944	815,411,136	769,152,064	878,546,752	855,699,968
AMP	Nucleotide	Purine Metabolism, Adenine containing	2,216,720	10,208,498	10,208,498	4,121,217	6,385,774	6,059,725	11,227,035	4,741,503	8,003,588	2,973,434	5,521,166	2,984,453	11,376,095	5,054,584	1,895,930	2,689,704	5,695,692	1,962,840	2,749,200	3,739,242	998,967	2,330,345	861,383	12,305,960	12,119,197	5,963,451	764,220	2,808,151	3,633,369	7,311,980	766,458	3,016,334	1,456,560	4,346,968	1,796,199	1,015,410	7,150,094	8,921,986	4,234,198	5,157,991	4,537,054	5,866,772	8,256,308	20,045,954	1,513,162	2,971,311	4,241,788	6,128,896	3,986,481	3,920,656	4,668,547	1,346,999	6,068,578	19,622,056	3,636,200	4,905,877	5,483,370	8,262,273	3,541,038	3,928,504	2,125,052	6,095,307	1,972,134	3,125,290	3,733,961	16,155,415	6,350,654	1,241,810	1,758,802	4,340,963	5,661,663	2,160,690	2,050,237	8,779,057	1,987,452	1,248,084	15,234,935	6,278,094	4,785,009	6,204,059	4,530,524
andro steroid monosulfate C19H28O6S (1)*	Lipid	Androgenic Steroids	516,143	466,104	466,104	363,359	506,072	577,514	496,948	606,933	77,989	1,213,962	650,638	562,629	997,294	333,325	400,001	276,302	212,042	538,875	1,005,307	345,229	376,059	374,534	175,469	360,071	215,430	263,349	473,188	232,027	80,953	243,611	252,888	181,086	487,512	103,773	376,443	73,886	105,268	430,852	167,389	241,670	157,204	395,629	569,805	613,956	196,280	166,917	494,294	353,077	214,366	173,030	548,411	209,548	165,262	35,513	286,399		223,138	105,085	320,544	260,756	200,345	47,934	307,385	88,253	117,772	153,804	381,030	79,193	42,216	144,517	83,418	162,157	277,968	176,338	206,943	109,405	117,270	244,480	230,943	243,725	336,875
androstenediol (3alpha, 17alpha) monosulfate (2)	Lipid	Androgenic Steroids	38,123	90,517	90,517	37,680	57,918	47,822		77,623	80,134	86,994	63,499		84,224	20,021	91,005	78,702		141,947	244,497	19,910		57,442	85,114	52,992	68,419		33,461	34,659		91,881	30,866		91,496	44,750	46,493	42,672	78,440	169,026	50,474	91,100	54,402		47,687	141,985		86,405	136,495	44,636	182,219	31,081	27,680	34,754			41,192	111,911	133,204	45,386	92,628	32,426		32,933	78,863	92,488	97,678	27,192	38,834	73,790	34,320	89,904	70,742	32,448	48,310	105,516				88,508	120,011		53,456
androstenediol (3alpha, 17alpha) monosulfate (3)	Lipid	Androgenic Steroids	251,314	162,401	162,401	1,101,295	110,587	300,794	163,228	768,898	1,616,600	303,483	1,235,768	469,332	1,169,123	117,678	1,416,654	1,136,880	186,890	719,961	560,504	184,152	216,444	102,624	148,132	239,516	281,546	289,252	200,873	268,006	614,530	245,482	321,583	170,436	473,499	524,608	130,927	684,243	146,112	363,162	527,664	989,450	456,115	133,060	55,649	716,566	342,903	6,597,575	2,557,965	250,515	1,310,448	396,855	464,070	373,190	527,813	2,772,906	80,217	6,377,956	2,943,691	2,540,738	871,900	610,424	180,714	1,616,252	1,622,011	1,107,761	920,310	503,635	276,851	266,219	428,939	843,100	682,524	539,083	397,114	594,100	117,510	225,214	818,823	577,884	1,868,957	810,988	929,548
androstenediol (3beta,17beta) disulfate (1)	Lipid	Androgenic Steroids	7,425,659	10,154,833	10,154,833	28,864,496	13,048,382	11,809,595	24,275,740	8,860,450	9,761,258	20,020,272	10,409,467	17,314,420	21,349,112	9,075,253	31,815,370	18,705,494	2,499,482	11,296,967	27,185,838	6,896,312	3,459,651	4,740,023	4,907,889	18,638,060	9,164,454	10,880,840	13,177,296	13,296,003	5,328,821	7,439,756	16,753,001	9,500,151	18,576,284	5,843,274	14,354,107	11,943,933	3,429,257	16,102,288	7,362,274	18,400,812	2,219,082	11,958,496	15,471,062	11,633,074	3,621,970	30,200,874	25,765,032	7,397,367	30,423,802	10,049,308	8,506,039	6,519,664	5,192,919	11,072,658	9,089,024	7,544,549	13,170,384	35,279,280	8,654,110	14,794,513	9,260,186	7,761,475	33,837,268	14,033,726	21,183,100	16,868,650	18,257,164	19,284,932	2,559,839	11,630,829	20,288,600	13,865,811	7,896,224	21,238,608	5,253,443	4,500,303	19,901,460	31,084,912	25,515,928	7,756,156	10,434,478
androstenediol (3beta,17beta) disulfate (2)	Lipid	Androgenic Steroids	5,967,810	9,010,933	9,010,933	8,684,863	13,353,613	9,972,834	9,578,731	10,006,547	7,259,264	15,349,239	9,351,139	11,135,099	14,481,175	5,727,708	12,416,044	15,806,500	2,518,942	10,902,085	21,440,924	4,478,605	6,316,157	5,149,942	5,088,946	8,307,103	7,651,295	4,918,177	4,613,625	6,457,135	3,153,560	7,145,374	4,521,813	5,524,008	10,636,078	3,997,643	9,429,780	3,465,526	4,326,595	10,917,220	7,063,688	13,754,478	3,843,045	7,920,021	6,895,542	12,229,622	5,209,629	17,723,428	21,507,320	8,460,922	14,679,984	5,837,485	9,772,173	4,296,557	4,320,977	8,541,219	11,293,791	7,573,255	14,837,014	22,131,752	9,167,069	6,949,816	3,362,283	6,472,031	8,794,518	9,995,109	10,007,315	4,475,573	8,159,321	4,927,167	1,670,323	7,127,520	8,378,737	5,306,597	8,868,565	9,515,016	2,686,323	2,823,310	9,335,827	11,992,744	15,042,428	5,436,117	13,375,023
androstenediol (3beta,17beta) monosulfate (1)	Lipid	Androgenic Steroids	94,747	156,666	156,666	417,069	60,970	210,886	69,710	197,611	392,818	310,200	303,069	256,022	251,142	98,817	468,089	559,503	79,043	313,024	300,351	130,941	31,890	88,586	145,547	467,856	350,186	296,810	272,455	274,330	74,481	267,716	315,370		729,568	151,457	314,055	335,267	198,095	635,190	162,457	517,290	137,548	109,063	142,339	429,656	27,197	384,613	374,527	92,890	1,300,833	275,865	73,126	275,722	132,028	186,715		187,945	344,319	571,803	316,769	408,786	104,155	231,682	973,874	789,092	617,634	252,723	317,027	647,187	88,137	408,476	1,337,684	210,780	299,858	835,979	76,548	52,268	259,543	387,015	669,818	155,066	99,160
androstenediol (3beta,17beta) monosulfate (2)	Lipid	Androgenic Steroids	35,991	24,550	24,550	137,204	22,393	91,065	68,918	67,832	34,507	22,418		31,815	62,504		250,044	13,209		31,435				26,527	27,340	111,165	45,602	31,669		100,452		24,006	76,821		102,264		49,555	94,282		46,937				21,253	32,687	74,369		72,927	48,169		182,137	48,848		30,325						70,639	25,615	80,681			87,284	55,691	45,849	114,836	67,729	177,149	14,043	98,140	165,663	21,806	41,753	113,471			60,598	417,682	93,905	18,735	
androsterone glucuronide	Lipid	Androgenic Steroids	85,129	406,728	406,728	182,597	165,939	201,506	69,902	427,624	464,510	55,505	508,636	38,025	158,636	52,097	155,008	286,047	213,813	353,834	754,534	96,310	118,547	95,632	548,811	163,975	231,793	89,324	194,784	115,238	29,887	313,324	80,112	59,821	322,841	304,539	178,921	191,008	184,546	895,307	183,271	220,210	398,349	45,835		198,122	67,707	45,478	374,498	129,556	284,500	150,345	119,720	107,460	77,734	33,541		124,942	300,493	90,264	216,969	113,615	143,943	238,853	113,598	119,201	184,748	168,198	227,720	97,472	101,163	215,212	123,150	117,206	358,551	353,095	24,798	76,385	115,962	169,673	96,332	81,413	130,642
androsterone sulfate	Lipid	Androgenic Steroids	808,845	1,168,313	1,168,313	5,667,678	491,190	1,884,826	941,116	5,104,308	17,576,832	529,170	9,015,367	1,257,846	2,642,171	345,394	6,455,420	8,224,011	1,765,665	4,150,487	3,715,184	385,718	464,337	771,891	1,238,994	1,552,046	2,116,883	1,052,472	1,124,927	1,595,628	3,084,946	2,085,273	1,820,916	562,454	3,116,760	3,315,684	836,936	7,953,895	1,180,032	5,126,722	2,699,692	7,006,923	7,287,206	644,129	158,415	2,433,007	927,659	12,155,003	11,088,263	906,965	10,452,106	2,091,967	1,962,803	3,890,695	3,022,019	4,794,245	689,205	21,599,738	15,433,896	12,605,188	4,357,603	3,566,188	999,233	12,970,228	15,125,589	5,539,996	5,718,923	3,003,668	1,475,566	2,341,690	4,248,875	8,611,085	4,047,881	3,050,539	4,611,770	7,030,565	746,007	1,209,222	5,859,297	2,397,068	10,757,106	7,511,941	4,040,737
anthranilate	Amino Acid	Tryptophan Metabolism	255,700	830,028	830,028	437,231	299,024	268,777	564,523	689,005	560,207	374,373	247,252	295,467	588,506	297,895		867,729	397,392	478,774	665,821	344,832		328,341	474,011	449,267	648,997		182,524	482,198		445,532	517,945	767,501	679,789	408,669				1,221,782	568,673	635,518	474,516	468,579	547,776	378,581	401,071	544,115	801,529	260,433		597,162	451,831	539,112	350,567		361,476	572,579	593,040	533,705	480,844	468,870		607,688		321,152	439,593	557,605		336,098	481,786	359,157	383,911	231,038	386,620	469,747	162,130	366,849	416,236	384,878	289,482	302,683	
arabitol/xylitol	Carbohydrate	Pentose Metabolism	688,834	1,082,303	1,082,303	1,179,436	832,829	734,310	899,182	919,311	965,353	612,037	594,146	698,232	1,275,579	734,643	737,032	801,717	1,029,008	735,047	1,396,359	997,815	1,045,725	741,077	845,169	952,187	848,953	1,061,567	889,634	512,171	625,588	826,533	888,548	941,341	909,434	656,428	522,701	794,892	636,944	787,299	727,931	985,667	831,032	884,367	1,034,975	830,317	666,902	1,388,271	1,299,643	701,025	832,635	790,236	752,641	1,102,588	824,201	1,255,125	887,228	1,445,507	1,232,915	1,997,562	846,800	851,082	611,157	1,126,714	681,258	572,195	655,063	607,228	1,189,572	559,364	787,573	660,489	800,459	916,851	637,896	1,058,392	528,472	550,892	1,077,015	730,125	872,499	683,380	716,809
arabonate/xylonate	Carbohydrate	Pentose Metabolism	3,653,203	7,654,030	7,654,030	6,041,444	3,374,952	3,554,867	2,715,957	2,606,427	1,794,819	1,513,443	3,849,582	2,981,870	4,386,240	4,930,423	2,978,228	4,283,223	4,462,218	3,058,171	3,800,873	3,178,460	2,992,674	2,701,102	3,295,638	5,409,257	3,508,429	2,669,326	2,205,343	3,944,248	4,015,755	4,472,083	3,532,085	3,405,672	3,670,425	3,237,032	2,189,496	2,619,834	2,528,062	2,463,338	3,136,275	2,310,279	3,182,796	3,957,264	2,276,466	3,779,592	2,166,100	4,333,981	4,534,286	1,895,672	3,917,962	2,544,394	3,496,102	3,867,861	2,421,628	3,345,298	2,836,030	2,281,493	2,962,707	4,944,983	2,066,765	4,065,431	2,385,320	2,903,323	3,034,118	1,216,561	2,443,224	2,633,844	3,021,593	2,072,852	2,081,321	1,650,504	2,075,226	2,741,176	1,238,333	3,141,917	2,360,777	1,712,050	4,887,225	2,050,813	2,289,937	2,005,032	3,370,763
arachidate (20:0)	Lipid	Long Chain Saturated Fatty Acid	3,160,557	7,939,917	7,939,917	5,197,261	7,832,011	7,281,853	6,993,512	4,974,098	7,475,104	4,444,881	4,554,001	5,196,188	5,253,729	6,350,015	6,781,414	6,514,404	7,639,471	6,818,156	5,171,931	5,169,183	3,768,384	7,612,157	7,147,244	13,242,706	5,890,847	8,657,622	5,697,568	4,623,687	6,853,790	7,195,302	3,699,094	5,022,538	5,325,877	5,544,073	11,475,998	5,632,998	4,222,301	5,098,744	6,786,255	5,242,252	7,207,603	6,848,950	5,898,137	12,523,093	9,046,786	9,344,336	7,008,713	5,934,864	5,454,981	7,354,882	4,934,370	4,580,260	7,339,026	4,765,369	6,229,751	14,592,505	7,097,897	8,700,601	4,542,583	6,046,848	4,009,739	5,863,385	4,448,839	5,791,224	7,229,524	4,810,965	5,085,539	7,503,493	6,457,025	7,060,375	4,995,426	12,544,965	6,525,288	5,629,536	3,166,472	6,027,335	5,371,680	6,533,621	4,797,627	4,927,890	6,543,501
